date,sku,units,selling_price,in_stock,promotion_id,opening_stock,received_units
2026-04-19,84406B,17,2.75,true,,293,0
2026-04-20,84406B,15,2.75,true,,276,0
2026-04-21,84406B,15,2.75,true,,261,0
2026-04-22,84406B,16,2.75,true,,246,0
2026-04-23,84406B,16,2.75,true,,230,0
2026-04-24,84406B,16,2.75,true,,214,0
2026-04-25,84406B,19,2.75,true,,198,0
2026-04-26,84406B,18,2.75,true,,179,0
2026-04-27,84406B,15,2.75,true,,161,0
2026-04-28,84406B,14,2.75,true,,146,0
2026-04-29,84406B,16,2.75,true,,132,0
2026-04-30,84406B,15,2.75,true,,116,0
2026-05-01,84406B,17,2.75,true,,101,0
2026-05-02,84406B,18,2.75,true,,84,221
2026-05-03,84406B,18,2.75,true,,287,0
2026-05-04,84406B,14,2.75,true,,269,0
2026-05-05,84406B,15,2.75,true,,255,0
2026-05-06,84406B,15,2.75,true,,240,0
2026-05-07,84406B,15,2.75,true,,225,0
2026-05-08,84406B,16,2.75,true,,210,0
2026-05-09,84406B,19,2.75,true,,194,0
2026-05-10,84406B,17,2.75,true,,175,0
2026-05-11,84406B,14,2.75,true,,158,0
2026-05-12,84406B,14,2.75,true,,144,0
2026-05-13,84406B,14,2.75,true,,130,0
2026-05-14,84406B,16,2.75,true,,116,0
2026-05-15,84406B,16,2.75,true,,100,0
2026-05-16,84406B,18,2.75,true,,84,219
2026-05-17,84406B,17,2.75,true,,285,0
2026-05-18,84406B,14,2.75,true,,268,0
2026-05-19,84406B,14,2.75,true,,254,0
2026-05-20,84406B,14,2.75,true,,240,0
2026-05-21,84406B,15,2.75,true,,226,0
2026-05-22,84406B,15,2.75,true,,211,0
2026-05-23,84406B,20,2.75,true,,196,0
2026-05-24,84406B,18,2.75,true,,176,0
2026-05-25,84406B,13,2.75,true,,158,0
2026-05-26,84406B,14,2.75,true,,145,0
2026-05-27,84406B,15,2.75,true,,131,0
2026-05-28,84406B,16,2.75,true,,116,0
2026-05-29,84406B,16,2.75,true,,100,0
2026-05-30,84406B,17,2.75,true,,84,219
2026-05-31,84406B,18,2.75,true,,286,0
2026-06-01,84406B,14,2.75,true,,268,0
2026-06-02,84406B,14,2.75,true,,254,0
2026-06-03,84406B,14,2.75,true,,240,0
2026-06-04,84406B,15,2.75,true,,226,0
2026-06-05,84406B,15,2.75,true,,211,0
2026-06-06,84406B,19,2.75,true,,196,0
2026-06-07,84406B,16,2.75,true,,177,0
2026-06-08,84406B,14,2.75,true,,161,0
2026-06-09,84406B,14,2.75,true,,147,0
2026-06-10,84406B,16,2.75,true,,133,0
2026-06-11,84406B,16,2.75,true,,117,0
2026-06-12,84406B,17,2.75,true,,101,0
2026-06-13,84406B,18,2.75,true,,84,223
2026-06-14,84406B,17,2.75,true,,289,0
2026-06-15,84406B,13,2.75,true,,272,0
2026-06-16,84406B,13,2.75,true,,259,0
2026-06-17,84406B,15,2.75,true,,246,0
2026-06-18,84406B,15,2.75,true,,231,0
2026-06-19,84406B,17,2.75,true,,216,0
2026-06-20,84406B,20,2.75,true,,199,0
2026-06-21,84406B,17,2.75,true,,179,0
2026-06-22,84406B,15,2.75,true,,162,0
2026-06-23,84406B,15,2.75,true,,147,0
2026-06-24,84406B,15,2.75,true,,132,0
2026-06-25,84406B,15,2.75,true,,117,0
2026-06-26,84406B,18,2.75,true,,102,0
2026-06-27,84406B,18,2.75,true,,84,232
2026-06-28,84406B,19,2.75,true,,298,0
2026-06-29,84406B,15,2.75,true,,279,0
2026-06-30,84406B,15,2.75,true,,264,0
2026-07-01,84406B,16,2.75,true,,249,0
2026-07-02,84406B,15,2.75,true,,233,0
2026-07-03,84406B,18,2.75,true,,218,0
2026-07-04,84406B,19,2.75,true,,200,0
2026-07-05,84406B,18,2.75,true,,181,0
2026-07-06,84406B,15,2.75,true,,163,0
2026-07-07,84406B,14,2.75,true,,148,0
2026-07-08,84406B,16,2.75,true,,134,0
2026-07-09,84406B,16,2.75,true,,118,0
2026-07-10,84406B,18,2.75,true,,102,0
2026-07-11,84406B,18,2.75,true,,84,230
2026-07-12,84406B,19,2.75,true,,296,0
2026-07-13,84406B,15,2.75,true,,277,0
2026-07-14,84406B,14,2.75,true,,262,0
2026-07-15,84406B,16,2.75,true,,248,0
2026-07-16,84406B,17,2.75,true,,232,0
2026-07-17,84406B,16,2.75,true,,215,0
2026-07-18,84406B,19,2.75,true,,199,0
2026-07-19,84406B,19,2.75,true,,180,0
2026-07-20,84406B,13,2.75,true,,161,0
2026-07-21,84406B,15,2.75,true,,148,0
2026-07-22,84406B,17,2.75,true,,133,0
2026-07-23,84406B,16,2.75,true,,116,0
2026-07-24,84406B,16,2.75,true,,100,0
2026-07-25,84406B,20,2.75,true,,84,229
2026-07-26,84406B,18,2.75,true,,293,0
2026-07-27,84406B,15,2.75,true,,275,0
2026-07-28,84406B,15,2.75,true,,260,0
2026-07-29,84406B,15,2.75,true,,245,0
2026-07-30,84406B,17,2.75,true,,230,0
2026-07-31,84406B,17,2.75,true,,213,0
2026-08-01,84406B,18,2.75,true,,196,0
2026-08-02,84406B,17,2.75,true,,178,0
2026-08-03,84406B,14,2.75,true,,161,0
2026-08-04,84406B,15,2.75,true,,147,0
2026-08-05,84406B,16,2.75,true,,132,0
2026-08-06,84406B,16,2.75,true,,116,0
2026-08-07,84406B,16,2.75,true,,100,0
2026-08-08,84406B,19,2.75,true,,84,237
2026-08-09,84406B,18,2.75,true,,302,0
2026-08-10,84406B,16,2.75,true,,284,0
2026-08-11,84406B,15,2.75,true,,268,0
2026-08-12,84406B,16,2.75,true,,253,0
2026-08-13,84406B,17,2.75,true,,237,0
2026-08-14,84406B,19,2.75,true,,220,0
2026-08-15,84406B,19,2.75,true,,201,0
2026-08-16,84406B,19,2.75,true,,182,0
2026-08-17,84406B,14,2.75,true,,163,0
2026-08-18,84406B,14,2.75,true,,149,0
2026-08-19,84406B,15,2.75,true,,135,0
2026-08-20,84406B,18,2.75,true,,120,0
2026-08-21,84406B,18,2.75,true,,102,0
2026-08-22,84406B,21,2.75,true,,84,40
2026-08-23,84406B,19,2.75,true,,103,0
2026-08-24,84406B,16,2.75,true,,84,338
2026-08-25,84406B,16,2.75,true,,406,0
2026-08-26,84406B,16,2.75,true,,390,0
2026-08-27,84406B,16,2.75,true,,374,0
2026-08-28,84406B,18,2.75,true,,358,0
2026-08-29,84406B,20,2.75,true,,340,0
2026-08-30,84406B,19,2.75,true,,320,0
2026-08-31,84406B,16,2.75,true,,301,0
2026-09-01,84406B,17,2.75,true,,285,0
2026-09-02,84406B,16,2.75,true,,268,0
2026-09-03,84406B,18,2.75,true,,252,0
2026-09-04,84406B,17,2.75,true,,234,0
2026-09-05,84406B,21,2.75,true,,217,0
2026-09-06,84406B,18,2.75,true,,196,0
2026-09-07,84406B,14,2.75,true,,178,0
2026-09-08,84406B,16,2.75,true,,164,0
2026-09-09,84406B,17,2.75,true,,148,0
2026-09-10,84406B,18,2.75,true,,131,0
2026-09-11,84406B,19,2.75,true,,113,0
2026-09-12,84406B,22,2.75,true,,94,0
2026-09-13,84406B,19,2.75,true,,72,0
2024-09-14,84029G,20,3.39,true,,516,0
2024-09-15,84029G,19,3.39,true,,496,0
2024-09-16,84029G,17,3.39,true,,477,0
2024-09-17,84029G,16,3.39,true,,460,0
2024-09-18,84029G,16,3.39,true,,444,0
2024-09-19,84029G,17,3.39,true,,428,0
2024-09-20,84029G,19,3.39,true,,411,0
2024-09-21,84029G,21,3.39,true,,392,0
2024-09-22,84029G,21,3.39,true,,371,0
2024-09-23,84029G,16,3.39,true,,350,0
2024-09-24,84029G,16,3.39,true,,334,0
2024-09-25,84029G,18,3.39,true,,318,0
2024-09-26,84029G,17,3.39,true,,300,0
2024-09-27,84029G,19,3.39,true,,283,0
2024-09-28,84029G,22,3.39,true,,264,0
2024-09-29,84029G,20,3.39,true,,242,0
2024-09-30,84029G,16,3.39,true,,222,0
2024-10-01,84029G,17,3.39,true,,206,0
2024-10-02,84029G,16,3.39,true,,189,0
2024-10-03,84029G,18,3.39,true,,173,0
2024-10-04,84029G,19,3.39,true,,155,0
2024-10-05,84029G,23,3.39,true,,136,0
2024-10-06,84029G,19,3.39,true,,113,0
2024-10-07,84029G,17,3.39,true,,94,270
2024-10-08,84029G,16,3.39,true,,347,0
2024-10-09,84029G,19,3.39,true,,331,0
2024-10-10,84029G,18,3.39,true,,312,0
2024-10-11,84029G,19,3.39,true,,294,0
2024-10-12,84029G,22,3.39,true,,275,0
2024-10-13,84029G,21,3.39,true,,253,0
2024-10-14,84029G,16,3.39,true,,232,0
2024-10-15,84029G,17,3.39,true,,216,0
2024-10-16,84029G,17,3.39,true,,199,0
2024-10-17,84029G,19,3.39,true,,182,0
2024-10-18,84029G,19,3.39,true,,163,0
2024-10-19,84029G,21,3.39,true,,144,0
2024-10-20,84029G,21,3.39,true,,123,0
2024-10-21,84029G,16,3.39,true,,102,0
2024-10-22,84029G,18,3.39,true,,86,281
2024-10-23,84029G,18,3.39,true,,349,0
2024-10-24,84029G,18,3.39,true,,331,0
2024-10-25,84029G,20,3.39,true,,313,0
2024-10-26,84029G,21,3.39,true,,293,0
2024-10-27,84029G,21,3.39,true,,272,0
2024-10-28,84029G,17,3.39,true,,251,0
2024-10-29,84029G,17,3.39,true,,234,0
2024-10-30,84029G,18,3.39,true,,217,0
2024-10-31,84029G,18,3.39,true,,199,0
2024-11-01,84029G,19,3.39,true,,181,0
2024-11-02,84029G,22,3.39,true,,162,0
2024-11-03,84029G,21,3.39,true,,140,0
2024-11-04,84029G,17,3.39,true,,119,0
2024-11-05,84029G,17,3.39,true,,102,0
2024-11-06,84029G,17,3.39,true,,85,286
2024-11-07,84029G,19,3.39,true,,354,0
2024-11-08,84029G,21,3.39,true,,335,0
2024-11-09,84029G,22,3.39,true,,314,0
2024-11-10,84029G,21,3.39,true,,292,0
2024-11-11,84029G,18,3.39,true,,271,0
2024-11-12,84029G,17,3.39,true,,253,0
2024-11-13,84029G,18,3.39,true,,236,0
2024-11-14,84029G,17,3.39,true,,218,0
2024-11-15,84029G,20,3.39,true,,201,0
2024-11-16,84029G,22,3.39,true,,181,0
2024-11-17,84029G,22,3.39,true,,159,0
2024-11-18,84029G,17,3.39,true,,137,0
2024-11-19,84029G,18,3.39,true,,120,0
2024-11-20,84029G,19,3.39,true,,102,276
2024-11-21,84029G,19,3.39,true,,359,0
2024-11-22,84029G,21,3.39,true,,340,0
2024-11-23,84029G,24,3.39,true,,319,0
2024-11-24,84029G,22,3.39,true,,295,0
2024-11-25,84029G,16,3.39,true,,273,0
2024-11-26,84029G,17,3.39,true,,257,0
2024-11-27,84029G,19,3.39,true,,240,0
2024-11-28,84029G,19,3.39,true,,221,0
2024-11-29,84029G,21,3.39,true,,202,0
2024-11-30,84029G,21,3.39,true,,181,0
2024-12-01,84029G,21,3.39,true,,160,0
2024-12-02,84029G,18,3.39,true,,139,0
2024-12-03,84029G,19,3.39,true,,121,0
2024-12-04,84029G,18,3.39,true,,102,272
2024-12-05,84029G,18,3.39,true,,356,0
2024-12-06,84029G,19,3.39,true,,338,0
2024-12-07,84029G,22,3.39,true,,319,0
2024-12-08,84029G,23,3.39,true,,297,0
2024-12-09,84029G,17,3.39,true,,274,0
2024-12-10,84029G,18,3.39,true,,257,0
2024-12-11,84029G,18,3.39,true,,239,0
2024-12-12,84029G,19,3.39,true,,221,0
2024-12-13,84029G,19,3.39,true,,202,0
2024-12-14,84029G,23,3.39,true,,183,0
2024-12-15,84029G,23,3.39,true,,160,0
2024-12-16,84029G,17,3.39,true,,137,0
2024-12-17,84029G,18,3.39,true,,120,0
2024-12-18,84029G,17,3.39,true,,102,0
2024-12-19,84029G,18,3.39,true,,85,288
2024-12-20,84029G,19,3.39,true,,355,0
2024-12-21,84029G,23,3.39,true,,336,0
2024-12-22,84029G,23,3.39,true,,313,0
2024-12-23,84029G,17,3.39,true,,290,0
2024-12-24,84029G,17,3.39,true,,273,0
2024-12-25,84029G,19,3.39,true,,256,0
2024-12-26,84029G,20,3.39,true,,237,0
2024-12-27,84029G,20,3.39,true,,217,0
2024-12-28,84029G,24,3.39,true,,197,0
2024-12-29,84029G,20,3.39,true,,173,0
2024-12-30,84029G,16,3.39,true,,153,0
2024-12-31,84029G,16,3.39,true,,137,0
2025-01-01,84029G,19,3.39,true,,121,0
2025-01-02,84029G,19,3.39,true,,102,272
2025-01-03,84029G,21,3.39,true,,355,0
2025-01-04,84029G,24,3.39,true,,334,0
2025-01-05,84029G,21,3.39,true,,310,0
2025-01-06,84029G,17,3.39,true,,289,0
2025-01-07,84029G,18,3.39,true,,272,0
2025-01-08,84029G,18,3.39,true,,254,0
2025-01-09,84029G,18,3.39,true,,236,0
2025-01-10,84029G,21,3.39,true,,218,0
2025-01-11,84029G,23,3.39,true,,197,0
2025-01-12,84029G,22,3.39,true,,174,0
2025-01-13,84029G,17,3.39,true,,152,0
2025-01-14,84029G,16,3.39,true,,135,0
2025-01-15,84029G,17,3.39,true,,119,0
2025-01-16,84029G,19,3.39,true,,102,266
2025-01-17,84029G,20,3.39,true,,349,0
2025-01-18,84029G,23,3.39,true,,329,0
2025-01-19,84029G,21,3.39,true,,306,0
2025-01-20,84029G,18,3.39,true,,285,0
2025-01-21,84029G,18,3.39,true,,267,0
2025-01-22,84029G,18,3.39,true,,249,0
2025-01-23,84029G,17,3.39,true,,231,0
2025-01-24,84029G,19,3.39,true,,214,0
2025-01-25,84029G,23,3.39,true,,195,0
2025-01-26,84029G,20,3.39,true,,172,0
2025-01-27,84029G,16,3.39,true,,152,0
2025-01-28,84029G,16,3.39,true,,136,0
2025-01-29,84029G,18,3.39,true,,120,0
2025-01-30,84029G,18,3.39,true,,102,266
2025-01-31,84029G,19,3.39,true,,350,0
2025-02-01,84029G,22,3.39,true,,331,0
2025-02-02,84029G,22,3.39,true,,309,0
2025-02-03,84029G,18,3.39,true,,287,0
2025-02-04,84029G,17,3.39,true,,269,0
2025-02-05,84029G,17,3.39,true,,252,0
2025-02-06,84029G,19,3.39,true,,235,0
2025-02-07,84029G,20,3.39,true,,216,0
2025-02-08,84029G,22,3.39,true,,196,0
2025-02-09,84029G,21,3.39,true,,174,0
2025-02-10,84029G,16,3.39,true,,153,0
2025-02-11,84029G,17,3.39,true,,137,0
2025-02-12,84029G,18,3.39,true,,120,0
2025-02-13,84029G,19,3.39,true,,102,265
2025-02-14,84029G,20,3.39,true,,348,0
2025-02-15,84029G,23,3.39,true,,328,0
2025-02-16,84029G,21,3.39,true,,305,0
2025-02-17,84029G,15,3.39,true,,284,0
2025-02-18,84029G,17,3.39,true,,269,0
2025-02-19,84029G,19,3.39,true,,252,0
2025-02-20,84029G,17,3.39,true,,233,0
2025-02-21,84029G,20,3.39,true,,216,0
2025-02-22,84029G,21,3.39,true,,196,0
2025-02-23,84029G,22,3.39,true,,175,0
2025-02-24,84029G,16,3.39,true,,153,0
2025-02-25,84029G,17,3.39,true,,137,0
2025-02-26,84029G,18,3.39,true,,120,0
2025-02-27,84029G,19,3.39,true,,102,254
2025-02-28,84029G,19,3.39,true,,337,0
2025-03-01,84029G,21,3.39,true,,318,0
2025-03-02,84029G,21,3.39,true,,297,0
2025-03-03,84029G,17,3.39,true,,276,0
2025-03-04,84029G,17,3.39,true,,259,0
2025-03-05,84029G,16,3.39,true,,242,0
2025-03-06,84029G,18,3.39,true,,226,0
2025-03-07,84029G,18,3.39,true,,208,0
2025-03-08,84029G,21,3.39,true,,190,0
2025-03-09,84029G,19,3.39,true,,169,0
2025-03-10,84029G,16,3.39,true,,150,0
2025-03-11,84029G,16,3.39,true,,134,0
2025-03-12,84029G,16,3.39,true,,118,0
2025-03-13,84029G,19,3.39,true,,102,252
2025-03-14,84029G,18,3.39,true,,335,0
2025-03-15,84029G,20,3.39,true,,317,0
2025-03-16,84029G,20,3.39,true,,297,0
2025-03-17,84029G,16,3.39,true,,277,0
2025-03-18,84029G,17,3.39,true,,261,0
2025-03-19,84029G,16,3.39,true,,244,0
2025-03-20,84029G,16,3.39,true,,228,0
2025-03-21,84029G,18,3.39,true,,212,0
2025-03-22,84029G,21,3.39,true,,194,0
2025-03-23,84029G,21,3.39,true,,173,0
2025-03-24,84029G,17,3.39,true,,152,0
2025-03-25,84029G,17,3.39,true,,135,0
2025-03-26,84029G,16,3.39,true,,118,0
2025-03-27,84029G,17,3.39,true,,102,0
2025-03-28,84029G,18,3.39,true,,85,262
2025-03-29,84029G,21,3.39,true,,329,0
2025-03-30,84029G,19,3.39,true,,308,0
2025-03-31,84029G,15,3.39,true,,289,0
2025-04-01,84029G,16,3.39,true,,274,0
2025-04-02,84029G,17,3.39,true,,258,0
2025-04-03,84029G,16,3.39,true,,241,0
2025-04-04,84029G,19,3.39,true,,225,0
2025-04-05,84029G,20,3.39,true,,206,0
2025-04-06,84029G,21,3.39,true,,186,0
2025-04-07,84029G,14,3.39,true,,165,0
2025-04-08,84029G,17,3.39,true,,151,0
2025-04-09,84029G,16,3.39,true,,134,0
2025-04-10,84029G,16,3.39,true,,118,0
2025-04-11,84029G,19,3.39,true,,102,245
2025-04-12,84029G,20,3.39,true,,328,0
2025-04-13,84029G,21,3.39,true,,308,0
2025-04-14,84029G,15,3.39,true,,287,0
2025-04-15,84029G,16,3.39,true,,272,0
2025-04-16,84029G,16,3.39,true,,256,0
2025-04-17,84029G,17,3.39,true,,240,0
2025-04-18,84029G,19,3.39,true,,223,0
2025-04-19,84029G,19,3.39,true,,204,0
2025-04-20,84029G,20,3.39,true,,185,0
2025-04-21,84029G,16,3.39,true,,165,0
2025-04-22,84029G,15,3.39,true,,149,0
2025-04-23,84029G,16,3.39,true,,134,0
2025-04-24,84029G,16,3.39,true,,118,0
2025-04-25,84029G,19,3.39,true,,102,244
2025-04-26,84029G,20,3.39,true,,327,0
2025-04-27,84029G,18,3.39,true,,307,0
2025-04-28,84029G,16,3.39,true,,289,0
2025-04-29,84029G,16,3.39,true,,273,0
2025-04-30,84029G,17,3.39,true,,257,0
2025-05-01,84029G,18,3.39,true,,240,0
2025-05-02,84029G,18,3.39,true,,222,0
2025-05-03,84029G,19,3.39,true,,204,0
2025-05-04,84029G,20,3.39,true,,185,0
2025-05-05,84029G,14,3.39,true,,165,0
2025-05-06,84029G,16,3.39,true,,151,0
2025-05-07,84029G,17,3.39,true,,135,0
2025-05-08,84029G,16,3.39,true,,118,0
2025-05-09,84029G,18,3.39,true,,102,239
2025-05-10,84029G,20,3.39,true,,323,0
2025-05-11,84029G,19,3.39,true,,303,0
2025-05-12,84029G,15,3.39,true,,284,0
2025-05-13,84029G,14,3.39,true,,269,0
2025-05-14,84029G,17,3.39,true,,255,0
2025-05-15,84029G,16,3.39,true,,238,0
2025-05-16,84029G,17,3.39,true,,222,0
2025-05-17,84029G,19,3.39,true,,205,0
2025-05-18,84029G,18,3.39,true,,186,0
2025-05-19,84029G,16,3.39,true,,168,0
2025-05-20,84029G,17,3.39,true,,152,0
2025-05-21,84029G,16,3.39,true,,135,0
2025-05-22,84029G,17,3.39,true,,119,0
2025-05-23,84029G,17,3.39,true,,102,0
2025-05-24,84029G,21,3.39,true,,85,251
2025-05-25,84029G,19,3.39,true,,315,0
2025-05-26,84029G,16,3.39,true,,296,0
2025-05-27,84029G,14,3.39,true,,280,0
2025-05-28,84029G,15,3.39,true,,266,0
2025-05-29,84029G,17,3.39,true,,251,0
2025-05-30,84029G,18,3.39,true,,234,0
2025-05-31,84029G,20,3.39,true,,216,0
2025-06-01,84029G,17,3.39,true,,196,0
2025-06-02,84029G,14,3.39,true,,179,0
2025-06-03,84029G,16,3.39,true,,165,0
2025-06-04,84029G,16,3.39,true,,149,0
2025-06-05,84029G,15,3.39,true,,133,0
2025-06-06,84029G,16,3.39,true,,118,0
2025-06-07,84029G,19,3.39,true,,102,233
2025-06-08,84029G,18,3.39,true,,316,0
2025-06-09,84029G,16,3.39,true,,298,0
2025-06-10,84029G,14,3.39,true,,282,0
2025-06-11,84029G,16,3.39,true,,268,0
2025-06-12,84029G,16,3.39,true,,252,0
2025-06-13,84029G,18,3.39,true,,236,0
2025-06-14,84029G,19,3.39,true,,218,0
2025-06-15,84029G,20,3.39,true,,199,0
2025-06-16,84029G,14,3.39,true,,179,0
2025-06-17,84029G,15,3.39,true,,165,0
2025-06-18,84029G,16,3.39,true,,150,0
2025-06-19,84029G,16,3.39,true,,134,0
2025-06-20,84029G,16,3.39,true,,118,0
2025-06-21,84029G,20,3.39,true,,102,228
2025-06-22,84029G,18,3.39,true,,310,0
2025-06-23,84029G,14,3.39,true,,292,0
2025-06-24,84029G,14,3.39,true,,278,0
2025-06-25,84029G,16,3.39,true,,264,0
2025-06-26,84029G,16,3.39,true,,248,0
2025-06-27,84029G,18,3.39,true,,232,0
2025-06-28,84029G,18,3.39,true,,214,0
2025-06-29,84029G,18,3.39,true,,196,0
2025-06-30,84029G,14,3.39,true,,178,0
2025-07-01,84029G,14,3.39,true,,164,0
2025-07-02,84029G,15,3.39,true,,150,0
2025-07-03,84029G,15,3.39,true,,135,0
2025-07-04,84029G,18,3.39,true,,120,0
2025-07-05,84029G,19,3.39,true,,102,229
2025-07-06,84029G,18,3.39,true,,312,0
2025-07-07,84029G,14,3.39,true,,294,0
2025-07-08,84029G,14,3.39,true,,280,0
2025-07-09,84029G,15,3.39,true,,266,0
2025-07-10,84029G,16,3.39,true,,251,0
2025-07-11,84029G,16,3.39,true,,235,0
2025-07-12,84029G,19,3.39,true,,219,0
2025-07-13,84029G,18,3.39,true,,200,0
2025-07-14,84029G,15,3.39,true,,182,0
2025-07-15,84029G,15,3.39,true,,167,0
2025-07-16,84029G,16,3.39,true,,152,0
2025-07-17,84029G,16,3.39,true,,136,0
2025-07-18,84029G,18,3.39,true,,120,0
2025-07-19,84029G,20,3.39,true,,102,242
2025-07-20,84029G,19,3.39,true,,324,0
2025-07-21,84029G,16,3.39,true,,305,0
2025-07-22,84029G,15,3.39,true,,289,0
2025-07-23,84029G,17,3.39,true,,274,0
2025-07-24,84029G,17,3.39,true,,257,0
2025-07-25,84029G,17,3.39,true,,240,0
2025-07-26,84029G,21,3.39,true,,223,0
2025-07-27,84029G,20,3.39,true,,202,0
2025-07-28,84029G,14,3.39,true,,182,0
2025-07-29,84029G,15,3.39,true,,168,0
2025-07-30,84029G,17,3.39,true,,153,0
2025-07-31,84029G,17,3.39,true,,136,0
2025-08-01,84029G,17,3.39,true,,119,0
2025-08-02,84029G,19,3.39,true,,102,246
2025-08-03,84029G,20,3.39,true,,329,0
2025-08-04,84029G,16,3.39,true,,309,0
2025-08-05,84029G,15,3.39,true,,293,0
2025-08-06,84029G,16,3.39,true,,278,0
2025-08-07,84029G,17,3.39,true,,262,0
2025-08-08,84029G,18,3.39,true,,245,0
2025-08-09,84029G,21,3.39,true,,227,0
2025-08-10,84029G,21,3.39,true,,206,0
2025-08-11,84029G,16,3.39,true,,185,0
2025-08-12,84029G,15,3.39,true,,169,0
2025-08-13,84029G,18,3.39,true,,154,0
2025-08-14,84029G,16,3.39,true,,136,0
2025-08-15,84029G,18,3.39,true,,120,0
2025-08-16,84029G,21,3.39,true,,102,246
2025-08-17,84029G,19,3.39,true,,327,0
2025-08-18,84029G,15,3.39,true,,308,0
2025-08-19,84029G,16,3.39,true,,293,0
2025-08-20,84029G,17,3.39,true,,277,0
2025-08-21,84029G,16,3.39,true,,260,0
2025-08-22,84029G,19,3.39,true,,244,0
2025-08-23,84029G,21,3.39,true,,225,0
2025-08-24,84029G,19,3.39,true,,204,0
2025-08-25,84029G,16,3.39,true,,185,0
2025-08-26,84029G,15,3.39,true,,169,0
2025-08-27,84029G,17,3.39,true,,154,0
2025-08-28,84029G,17,3.39,true,,137,0
2025-08-29,84029G,18,3.39,true,,120,0
2025-08-30,84029G,20,3.39,true,,102,254
2025-08-31,84029G,20,3.39,true,,336,0
2025-09-01,84029G,15,3.39,true,,316,0
2025-09-02,84029G,17,3.39,true,,301,0
2025-09-03,84029G,16,3.39,true,,284,0
2025-09-04,84029G,19,3.39,true,,268,0
2025-09-05,84029G,19,3.39,true,,249,0
2025-09-06,84029G,21,3.39,true,,230,0
2025-09-07,84029G,19,3.39,true,,209,0
2025-09-08,84029G,17,3.39,true,,190,0
2025-09-09,84029G,16,3.39,true,,173,0
2025-09-10,84029G,17,3.39,true,,157,0
2025-09-11,84029G,19,3.39,true,,140,0
2025-09-12,84029G,19,3.39,true,,121,0
2025-09-13,84029G,21,3.39,true,,102,249
2025-09-14,84029G,21,3.39,true,,330,0
2025-09-15,84029G,15,3.39,true,,309,0
2025-09-16,84029G,18,3.39,true,,294,0
2025-09-17,84029G,17,3.39,true,,276,0
2025-09-18,84029G,16,3.39,true,,259,0
2025-09-19,84029G,18,3.39,true,,243,0
2025-09-20,84029G,22,3.39,true,,225,0
2025-09-21,84029G,19,3.39,true,,203,0
2025-09-22,84029G,15,3.39,true,,184,0
2025-09-23,84029G,16,3.39,true,,169,0
2025-09-24,84029G,16,3.39,true,,153,0
2025-09-25,84029G,17,3.39,true,,137,0
2025-09-26,84029G,18,3.39,true,,120,0
2025-09-27,84029G,21,3.39,true,,102,263
2025-09-28,84029G,21,3.39,true,,344,0
2025-09-29,84029G,15,3.39,true,,323,0
2025-09-30,84029G,18,3.39,true,,308,0
2025-10-01,84029G,18,3.39,true,,290,0
2025-10-02,84029G,17,3.39,true,,272,0
2025-10-03,84029G,20,3.39,true,,255,0
2025-10-04,84029G,23,3.39,true,,235,0
2025-10-05,84029G,22,3.39,true,,212,0
2025-10-06,84029G,16,3.39,true,,190,0
2025-10-07,84029G,17,3.39,true,,174,0
2025-10-08,84029G,17,3.39,true,,157,0
2025-10-09,84029G,19,3.39,true,,140,0
2025-10-10,84029G,19,3.39,true,,121,0
2025-10-11,84029G,22,3.39,true,,102,269
2025-10-12,84029G,20,3.39,true,,349,0
2025-10-13,84029G,18,3.39,true,,329,0
2025-10-14,84029G,18,3.39,true,,311,0
2025-10-15,84029G,18,3.39,true,,293,0
2025-10-16,84029G,19,3.39,true,,275,0
2025-10-17,84029G,21,3.39,true,,256,0
2025-10-18,84029G,21,3.39,true,,235,0
2025-10-19,84029G,22,3.39,true,,214,0
2025-10-20,84029G,16,3.39,true,,192,0
2025-10-21,84029G,18,3.39,true,,176,0
2025-10-22,84029G,19,3.39,true,,158,0
2025-10-23,84029G,17,3.39,true,,139,0
2025-10-24,84029G,20,3.39,true,,122,0
2025-10-25,84029G,22,3.39,true,,102,267
2025-10-26,84029G,21,3.39,true,,347,0
2025-10-27,84029G,16,3.39,true,,326,0
2025-10-28,84029G,17,3.39,true,,310,0
2025-10-29,84029G,18,3.39,true,,293,0
2025-10-30,84029G,18,3.39,true,,275,0
2025-10-31,84029G,19,3.39,true,,257,0
2025-11-01,84029G,23,3.39,true,,238,0
2025-11-02,84029G,22,3.39,true,,215,0
2025-11-03,84029G,16,3.39,true,,193,0
2025-11-04,84029G,18,3.39,true,,177,0
2025-11-05,84029G,18,3.39,true,,159,0
2025-11-06,84029G,19,3.39,true,,141,0
2025-11-07,84029G,20,3.39,true,,122,0
2025-11-08,84029G,23,3.39,true,,102,271
2025-11-09,84029G,22,3.39,true,,350,0
2025-11-10,84029G,16,3.39,true,,328,0
2025-11-11,84029G,18,3.39,true,,312,0
2025-11-12,84029G,18,3.39,true,,294,0
2025-11-13,84029G,20,3.39,true,,276,0
2025-11-14,84029G,20,3.39,true,,256,0
2025-11-15,84029G,24,3.39,true,,236,0
2025-11-16,84029G,22,3.39,true,,212,0
2025-11-17,84029G,16,3.39,true,,190,0
2025-11-18,84029G,16,3.39,true,,174,0
2025-11-19,84029G,18,3.39,true,,158,0
2025-11-20,84029G,18,3.39,true,,140,0
